Datum - Hlavní město Praha;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
28.04.2020;10;61;10;3;0;;;;;0;0;0;0;2;0;1;1;0;0;0;0;0;1;1;0;0;4;0;0;0;0;0;0;0;0;3;0;0;3;5;2;1;8;8;6;25;0;0;0;0;0;0;0;0;1;0;0;2;2;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.04.2020;14;59;9;1;0;1;;;;0;0;1;0;1;1;2;1;0;1;0;0;1;0;1;0;1;1;3;0;0;0;0;0;0;0;3;0;1;2;4;2;1;8;8;6;24;0;0;0;0;0;0;0;0;1;0;0;2;2;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
30.04.2020;34;58;8;2;0;1;;;;0;0;0;4;1;2;0;4;7;3;1;2;2;2;0;0;0;1;5;0;0;0;1;0;0;0;3;0;2;2;4;2;1;8;8;6;21;0;0;0;0;0;0;0;0;1;0;0;2;2;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
01.05.2020;14;47;8;1;1;1;;;;0;0;1;0;4;1;0;0;3;1;0;0;1;0;2;1;0;0;0;0;0;0;1;0;0;1;3;0;1;1;2;2;1;6;8;5;16;0;0;0;0;0;0;0;1;1;0;0;1;2;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
02.05.2020;2;43;8;4;1;;;;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;1;2;1;2;2;6;7;4;13;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.05.2020;1;43;8;0;0;1;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;1;2;1;2;2;6;7;4;13;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
04.05.2020;12;43;8;7;0;1;;;;0;0;0;0;1;1;0;1;1;0;4;0;0;1;0;0;0;0;3;0;0;0;1;0;1;1;2;1;1;2;3;2;2;6;6;3;12;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
05.05.2020;19;42;6;3;0;;;;;0;0;0;0;2;1;4;2;2;3;2;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;1;3;3;2;2;6;6;3;13;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2020;11;40;4;3;0;;;;;0;0;0;0;0;2;0;1;2;0;2;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;1;1;3;1;2;3;5;7;3;11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.05.2020;15;34;6;1;3;;;;;0;1;0;1;1;0;3;0;3;4;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;2;1;2;1;0;3;5;5;2;10;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2020;14;31;6;1;0;;;;;1;1;0;0;0;1;5;0;1;0;2;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;1;2;1;2;1;0;3;4;5;3;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.05.2020;12;30;4;3;0;1;;;;0;2;0;0;0;0;1;2;0;1;3;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;2;0;3;1;0;3;4;5;3;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
10.05.2020;9;32;4;4;1;1;;;;0;0;0;0;2;2;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;2;2;1;3;1;0;3;3;5;3;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
11.05.2020;13;31;4;1;0;;;;;0;0;1;0;1;0;0;1;0;0;2;3;1;0;0;1;1;1;1;0;0;0;0;0;0;0;2;2;1;4;1;0;3;3;4;3;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.05.2020;8;37;5;9;2;;;;;0;0;0;2;0;2;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;2;2;2;1;0;4;6;3;3;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.05.2020;25;36;6;2;1;;;;;0;0;1;2;0;4;1;3;0;4;2;1;0;1;1;0;0;1;4;0;0;0;0;0;0;0;2;1;2;2;1;0;5;6;2;3;12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.05.2020;13;34;6;1;0;1;;;;0;0;0;0;0;0;2;1;3;2;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;1;2;1;2;2;0;0;5;5;2;3;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
15.05.2020;16;31;7;0;1;;;;;2;1;0;0;2;2;0;2;2;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;2;1;2;1;0;0;5;5;2;3;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.05.2020;20;30;5;0;0;1;;;;0;1;0;0;2;1;2;3;3;3;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;1;2;1;2;1;0;0;5;4;2;3;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
17.05.2020;12;26;4;0;0;;;;;1;0;0;0;0;3;1;0;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;4;4;2;3;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.05.2020;27;30;5;5;1;;;;;0;2;0;0;3;3;2;1;3;1;0;3;2;0;2;2;0;1;2;0;0;0;0;0;0;1;1;2;1;0;1;0;4;4;4;3;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.05.2020;17;27;4;0;0;;;;;1;0;0;0;1;4;2;1;1;0;0;0;2;0;0;0;0;0;5;0;0;0;0;0;0;1;1;2;1;0;1;0;4;4;3;2;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.05.2020;16;24;3;0;0;;;;;0;0;1;0;1;4;1;0;2;1;2;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0;4;3;3;2;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.05.2020;6;23;3;1;0;;;;;0;0;0;0;0;1;2;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;1;0;4;3;3;2;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.05.2020;25;27;3;4;0;;;;;0;2;0;0;2;5;3;3;2;2;0;0;1;1;1;1;0;0;2;0;0;0;0;0;0;2;0;1;1;2;1;1;4;4;3;2;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.05.2020;3;26;3;1;0;;;;;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;2;0;1;5;3;3;2;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.05.2020;4;26;3;0;0;;;;;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;2;0;1;5;3;3;2;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.05.2020;4;25;3;1;0;;;;;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;1;2;0;1;5;3;3;2;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.05.2020;4;27;3;3;0;;;;;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;1;3;0;1;5;4;2;2;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.05.2020;13;24;3;0;0;;;;;1;1;0;0;0;2;1;1;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;1;0;1;1;2;0;1;5;4;2;2;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.05.2020;13;21;2;1;0;1;;;;0;0;0;0;1;0;1;0;1;3;3;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0;1;4;4;2;1;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
29.05.2020;13;19;1;0;0;;;;;0;0;0;0;1;1;2;0;2;2;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;1;1;1;0;1;3;4;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.05.2020;11;18;1;0;0;;;;;0;0;1;0;1;0;2;0;0;3;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;3;4;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.05.2020;9;17;1;0;0;;;;;0;0;0;0;1;0;4;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3;4;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020;13;22;1;5;0;1;;;;0;0;0;0;0;1;0;1;0;1;4;1;0;1;0;0;0;3;1;0;0;0;0;0;0;1;0;1;1;1;1;0;3;4;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
02.06.2020;17;22;1;2;0;;;;;0;0;1;0;1;4;3;1;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;3;4;3;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020;28;18;1;0;0;;;;;1;2;1;0;2;3;3;4;1;0;1;3;1;0;1;1;0;0;4;0;0;0;0;0;1;1;0;0;0;1;1;0;3;2;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020;20;18;2;2;1;1;;;;0;0;0;0;1;1;0;0;1;1;2;2;0;0;1;1;3;5;2;0;0;0;0;0;1;0;0;0;0;1;1;0;4;1;1;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
05.06.2020;7;22;1;8;0;;;;;0;0;0;0;0;1;0;1;1;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;1;0;3;1;2;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020;3;20;1;0;0;;;;;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;3;1;2;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020;8;21;2;1;1;;;;;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;2;0;2;0;0;0;0;0;2;0;1;0;0;0;1;0;3;1;2;3;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020;13;22;3;1;1;;;;;1;0;1;0;1;0;0;4;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;1;0;3;1;2;3;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020;9;24;4;2;1;;;;;0;0;0;0;1;1;2;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;1;0;1;0;3;1;2;4;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020;18;23;4;0;0;;;;;0;0;0;0;1;2;2;2;3;2;0;1;1;0;0;0;0;1;3;0;0;0;0;0;1;0;1;0;1;0;1;0;3;1;2;4;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
